T,Alt,Veloc,AccelG,AccelFPSS,VAccel,AltAccel,Filt_Alt,FVeloc,FAccelG,FAccelFPSS,FAccelVel,FAccelAlt,LDA,MaxV,MaxA,BO#1,LowV,Apogee,N-O,CH2,CH5
-1,6,0,0,0.47,0,0,6,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0
-0.95,5,0,0,-0.47,0,0,5,0,0,-0.47,0,0,0,0,0,0,0,0,0,0,0
-0.9,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.85,4,0,0,0.47,0,0,4,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0
-0.8,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.75,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7,6,0,0,-0.47,0,0,6,0,0,-0.47,0,0,0,0,0,0,0,0,0,0,0
-0.65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.55,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.45,7,0,0,0.47,0,0,7,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0
-0.4,8,0,0,-0.95,0,0,8,0,0,-0.95,0,0,0,0,0,0,0,0,0,0,0
-0.35,9,0,0,0.47,0,0,9,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0
-0.3,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.25,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.2,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.15,8,0,0,-0.47,0,0,8,0,0,-0.47,0,0,0,0,0,0,0,0,0,0,0
-0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.05,8,0,0,0.47,0,0,8,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0
0,5,100,0.5,14.68,0.7,0,1,20,0.1,4.07,0.2,0,0,0,0,0,0,0,0,0,0
0.05,10,100,8.4,269.91,14.2,0,2.8,36,1.8,57.24,3.1,0,0,0,0,0,0,0,0,0,0
0.1,12,40,8.4,269.91,27.7,1,4.64,36.8,3.1,99.77,8.1,0,0,0,0,0,0,0,0,0,0
0.15,12,0,8.4,271.33,41.3,3,6.11,29.44,4.2,134.09,14.8,1,0,0,0,0,0,0,0,0,0
0.2,2,-200,8.4,270.39,54.8,6,5.29,-16.45,5,161.35,22.8,2,0,0,0,0,0,0,0,0,0
0.25,5,60,8.5,274.17,68.5,9,5.23,-1.16,5.7,183.91,32,3,0,0,0,0,0,0,0,0,0
0.3,17,240,8.5,275.12,82.3,12,7.59,47.07,6.3,202.15,42.1,5,0,0,0,0,0,0,0,0,0
0.35,26,180,8.8,282.22,96.4,17,11.27,73.66,6.8,218.17,53,7,0,0,0,0,0,0,0,0,0
0.4,19,-140,8.9,285.06,110.6,22,12.81,30.93,7.2,231.55,64.6,10,0,0,0,0,0,0,0,0,0
0.45,26,140,9.1,291.69,125.2,28,15.45,52.74,7.6,243.58,76.8,14,0,0,0,0,0,0,0,0,0
0.5,27,20,9.1,292.64,139.9,35,17.76,46.19,7.9,253.39,89.5,18,0,0,0,0,0,0,0,0,0
0.55,33,120,9.1,294.54,154.6,42,20.81,60.95,8.1,261.62,102.5,23,0,0,0,0,0,0,0,0,0
0.6,95,1240,9.2,297.38,169.5,50,35.65,296.76,8.3,268.77,116,28,0,0,0,0,0,0,0,0,0
0.65,97,40,9.2,297.38,184.3,59,47.92,245.41,8.5,274.49,129.7,35,0,0,0,0,0,0,0,0,0
0.7,108,220,9.2,297.38,199.2,68,59.93,240.33,8.7,279.07,143.7,41,0,0,0,0,0,0,0,0,0
0.75,113,100,9.4,304.01,214.4,79,70.55,212.26,8.8,284.06,157.9,49,0,0,0,0,0,0,0,0,0
0.8,122,180,9.3,298.32,229.3,90,80.84,205.81,8.9,286.91,172.2,57,0,0,0,0,0,0,0,0,0
0.85,133,220,9.4,302.11,244.4,102,91.27,208.65,9,289.95,186.7,66,0,0,0,0,0,0,0,0,0
0.9,137,80,9.4,303.53,259.6,114,100.42,182.92,9.1,292.67,201.3,76,0,0,0,0,0,0,0,0,0
0.95,145,160,9.6,309.69,275.1,128,109.33,178.33,9.2,296.07,216.1,86,0,0,309,0,0,0,0,0,0
1,161,320,9.4,303.53,290.2,142,119.67,206.67,9.2,297.56,231,97,0,0,0,0,0,0,0,0,0
1.05,169,160,9.5,307.32,305.6,157,129.53,197.33,9.3,299.51,246,109,0,0,0,0,0,0,0,0,0
1.1,182,260,9.4,302.11,320.7,172,140.03,209.87,9.3,300.03,261,122,0,0,0,0,0,0,0,0,0
1.15,252,1400,9.4,302.11,335.8,189,162.42,447.89,9.3,300.45,276,135,0,0,0,0,0,0,0,0,0
1.2,268,320,9.3,300.22,350.8,206,183.54,422.32,9.3,300.4,291,150,0,0,0,0,0,0,0,0,0
1.25,281,260,9.3,300.22,365.8,224,203.03,389.85,9.3,300.37,306.1,165,0,0,0,0,0,0,0,0,0
1.3,297,320,9.3,297.85,380.7,243,221.82,375.88,9.3,299.86,321.1,180,0,0,0,0,0,0,0,0,0
1.35,306,180,9.4,301.16,395.8,262,238.66,336.71,9.3,300.12,336.1,197,0,0,0,0,0,0,0,0,0
1.4,319,260,9.3,299.74,410.8,282,254.73,321.36,9.3,300.05,351.1,214,319,0,0,0,0,0,0,0,0
1.45,334,300,9.2,296.9,425.6,303,270.58,317.09,9.3,299.42,366,232,0,0,0,0,0,0,0,0,0
1.5,348,280,9.2,296.9,440.5,325,286.07,309.67,9.3,298.92,381,250,0,0,0,0,0,0,0,0,0
1.55,421,1460,9.2,296.43,455.3,347,313.05,539.74,9.3,298.42,395.9,270,0,0,0,0,0,0,0,0,0
1.6,440,380,9.2,295.01,470,370,338.44,507.79,9.2,297.74,410.8,290,0,0,0,0,0,0,0,0,0
1.65,457,340,9.2,296.43,484.9,394,362.15,474.23,9.2,297.47,425.7,311,0,0,0,0,0,0,0,0,0
1.7,474,340,9.1,294.54,499.6,419,384.52,447.39,9.2,296.89,440.5,333,0,0,0,0,0,0,0,0,0
1.75,493,380,9,291.22,514.2,444,406.22,433.91,9.2,295.75,455.3,355,0,0,0,0,0,0,0,0,0
1.8,509,320,9,290.27,528.7,470,426.77,411.13,9.2,294.66,470,378,0,0,0,0,0,0,0,0,0
1.85,533,480,8.9,285.54,542.9,497,448.02,424.9,9.1,292.83,484.7,402,0,0,0,0,0,0,0,0,0
1.9,550,340,8.9,286.49,557.3,524,468.42,407.92,9.1,291.56,499.2,427,0,0,0,0,0,0,0,0,0
1.95,631,1620,8.8,284.59,571.5,553,500.93,650.34,9,290.17,513.8,452,0,0,0,0,0,0,0,0,0
2,652,420,8.8,284.12,585.7,582,531.15,604.27,9,288.96,528.2,478,0,0,0,0,0,0,0,0,0
2.05,675,460,8.6,278.44,599.6,611,559.92,575.42,8.9,286.85,542.5,505,0,0,0,0,0,0,0,0,0
2.1,699,480,8.5,274.65,613.4,642,587.73,556.33,8.8,284.41,556.8,532,0,0,0,0,0,0,0,0,0
2.15,726,540,8.5,273.23,627,673,615.39,553.07,8.8,282.18,570.9,560,0,0,0,0,0,0,0,0,0
2.2,747,420,8.3,268.02,640.4,704,641.71,526.45,8.7,279.34,584.8,589,0,0,0,0,0,0,0,0,0
2.25,771,480,8.1,262.34,653.5,737,667.57,517.16,8.6,275.94,598.6,619,0,0,0,0,0,0,0,0,0
2.3,798,540,8.2,262.81,666.7,770,693.65,521.73,8.5,273.32,612.3,649,0,0,0,0,0,0,0,0,0
2.35,827,580,7.9,255.23,679.4,803,720.32,533.38,8.4,269.7,625.8,680,0,0,0,0,0,0,0,0,0
2.4,855,560,7.7,248.6,691.9,838,747.26,538.71,8.2,265.48,639.1,712,0,0,0,0,0,0,0,0,0
2.45,943,1760,7.5,242.92,704,872,786.41,782.97,8.1,260.97,652.1,744,0,0,0,0,0,0,0,0,0
2.5,970,540,7.5,241.5,716.1,908,823.13,734.37,8,257.07,665,777,0,0,0,0,0,0,0,0,0
2.55,998,560,7.2,231.08,727.6,944,858.1,699.5,7.8,251.88,677.6,811,0,0,0,0,0,0,0,0,0
2.6,1027,580,6.9,222.09,738.8,981,891.88,675.6,7.6,245.92,689.9,845,0,0,0,0,0,0,0,0,0
2.65,1057,600,6.6,211.67,749.3,1018,924.9,660.48,7.4,239.07,701.8,879,0,0,0,0,0,0,0,0,0
2.7,1090,660,6.5,208.83,759.8,1056,957.92,660.38,7.2,233.02,713.5,915,0,0,0,0,0,0,0,0,0
2.75,1120,600,6.2,200.3,769.8,1094,990.34,648.31,7,226.48,724.8,951,0,0,0,0,0,0,0,0,0
2.8,1155,700,6,192.25,779.4,1133,1023.27,658.65,6.8,219.63,735.8,987,0,0,0,0,0,0,0,0,0
2.85,1185,600,5.8,186.57,788.7,1172,1055.62,646.92,6.6,213.02,746.4,1024,0,0,0,0,0,0,0,0,0
2.9,1220,700,5.6,181.84,797.8,1211,1088.49,657.53,6.4,206.78,756.8,1062,0,0,0,0,0,0,0,0,0
2.95,1254,680,5.6,181.84,806.9,1252,1121.59,662.03,6.3,201.79,766.8,1100,0,0,0,0,0,0,0,0,0
3,1294,800,5.2,166.68,815.3,1292,1156.08,689.62,6,194.77,776.6,1139,0,0,0,0,0,0,0,0,0
3.05,1320,520,2.4,78.61,819.2,1333,1188.86,655.7,5.3,171.54,785.2,1178,0,819,0,0,0,0,0,0,0
3.1,1346,520,0,0,819.2,1374,1220.29,628.56,4.3,137.23,792,1217,0,0,0,1346,0,0,0,0,0
3.15,1353,140,-1.9,-59.66,816.2,1415,1246.83,530.85,3,97.85,796.9,1257,0,0,0,0,0,0,0,0,0
3.2,1388,700,-2.6,-84.29,812,1456,1275.06,564.68,1.9,61.42,800,1297,0,0,0,0,0,0,0,0,0
3.25,1427,780,-2.9,-94.71,807.2,1496,1305.45,607.74,0.9,30.2,801.5,1337,0,0,0,0,0,0,0,0,0
3.3,1464,740,-3.1,-98.49,802.3,1536,1337.16,634.19,0.1,4.46,801.7,1377,0,0,0,0,0,0,0,0,0
3.35,1510,920,-3,-97.07,797.5,1576,1371.73,691.35,-0.5,-15.85,800.9,1417,0,0,0,0,0,0,0,0,0
3.4,1547,740,-3,-97.07,792.6,1616,1406.78,701.08,-1,-32.09,799.3,1457,0,0,0,0,0,0,0,0,0
3.45,1587,800,-3,-96.6,787.8,1656,1442.83,720.87,-1.4,-44.99,797.1,1497,0,0,0,0,0,0,0,0,0
3.5,1624,740,-2.9,-93.76,783.1,1695,1479.06,724.69,-1.7,-54.75,794.3,1537,0,0,0,0,0,0,0,0,0
3.55,1663,780,-2.9,-92.81,778.5,1734,1515.85,735.75,-1.9,-62.36,791.2,1576,0,0,0,0,0,0,0,0,0
3.6,1708,900,-3,-95.65,773.7,1773,1554.28,768.6,-2.1,-69.02,787.8,1616,0,0,0,0,0,0,0,0,0
3.65,1758,1000,-3,-95.65,768.9,1811,1595.02,814.88,-2.3,-74.35,784,1655,0,0,0,0,0,0,0,0,0
3.7,1794,720,-3,-97.55,764,1850,1634.82,795.91,-2.5,-78.99,780.1,1694,0,0,0,0,0,0,0,0,0
3.75,1825,620,-2.9,-91.86,759.4,1888,1672.85,760.73,-2.5,-81.56,776,1733,0,0,0,0,0,0,0,0,0
3.8,1871,920,-3,-97.55,754.5,1925,1712.48,792.58,-2.6,-84.76,771.8,1772,0,0,0,0,0,0,0,0,0
3.85,1895,480,-2.9,-91.86,750,1963,1748.99,730.06,-2.7,-86.18,767.5,1810,0,0,0,0,0,0,0,0,0
3.9,1927,640,-2.8,-90.92,745.4,2000,1784.59,712.05,-2.7,-87.13,763.1,1849,0,0,0,0,0,0,0,0,0
3.95,1967,800,-2.9,-94.71,740.7,2038,1821.07,729.64,-2.8,-88.64,758.7,1887,0,0,0,0,0,0,0,0,0
4,1995,560,-2.9,-92.34,736.1,2075,1855.86,695.71,-2.8,-89.38,754.2,1924,0,0,0,0,0,0,0,0,0
4.05,2032,740,-2.8,-91.39,731.5,2111,1891.09,704.57,-2.8,-89.78,749.7,1962,0,0,0,0,0,0,0,0,0
4.1,2070,760,-2.7,-87.6,727.1,2148,1926.87,715.66,-2.8,-89.35,745.3,1999,0,0,0,0,0,0,0,0,0
4.15,2102,640,-2.7,-86.18,722.8,2184,1961.89,700.52,-2.8,-88.71,740.8,2036,0,0,0,0,0,0,0,0,0
4.2,2136,680,-2.7,-88.08,718.4,2220,1996.72,696.42,-2.8,-88.59,736.4,2073,0,0,0,0,0,0,0,0,0
4.25,2169,660,-2.6,-85.24,714.1,2256,2031.17,689.14,-2.7,-87.92,732,2110,0,0,0,0,0,0,0,0,0
4.3,2204,700,-2.7,-87.13,709.8,2291,2065.74,691.31,-2.7,-87.76,727.6,2147,0,0,0,0,0,0,0,0,0
4.35,2232,560,-2.7,-86.66,705.4,2327,2098.99,665.05,-2.7,-87.54,723.2,2183,0,0,0,0,0,0,0,0,0
4.4,2265,660,-2.6,-85.24,701.2,2362,2132.19,664.04,-2.7,-87.08,718.9,2219,0,0,0,0,0,0,0,0,0
4.45,2305,800,-2.6,-83.81,697,2397,2166.75,691.23,-2.7,-86.43,714.6,2255,0,0,0,0,0,0,0,0,0
4.5,2331,520,-2.5,-81.92,692.9,2432,2199.6,656.98,-2.7,-85.52,710.3,2290,0,0,0,0,0,0,0,0,0
4.55,2361,600,-2.6,-82.87,688.7,2466,2231.88,645.59,-2.6,-84.99,706,2326,0,0,0,0,0,0,0,0,0
4.6,2398,740,-2.5,-81.92,684.7,2500,2265.11,664.47,-2.6,-84.38,701.8,2361,0,0,0,0,0,0,0,0,0
4.65,2430,640,-2.5,-79.55,680.7,2535,2298.08,659.58,-2.6,-83.41,697.6,2396,0,0,0,0,0,0,0,0,0
4.7,2459,580,-2.5,-79.08,676.7,2569,2330.27,643.66,-2.6,-82.55,693.5,2431,0,0,0,0,0,0,0,0,0
4.75,2488,580,-2.4,-77.19,672.9,2602,2361.81,630.93,-2.5,-81.47,689.4,2465,0,0,0,0,0,0,0,0,0
4.8,2522,680,-2.5,-80.97,668.8,2636,2393.85,640.74,-2.5,-81.37,685.4,2500,0,0,0,0,0,0,0,0,0
4.85,2555,660,-2.5,-80.03,664.8,2669,2426.08,644.59,-2.5,-81.1,681.3,2534,0,0,0,0,0,0,0,0,0
4.9,2580,500,-2.4,-76.71,661,2702,2456.86,615.67,-2.5,-80.23,677.3,2568,0,0,0,0,0,0,0,0,0
4.95,2614,680,-2.4,-76.24,657.2,2735,2488.29,628.54,-2.5,-79.43,673.3,2602,0,0,0,0,0,0,0,0,0
5,2644,600,-2.4,-77.66,653.3,2768,2519.43,622.83,-2.5,-79.07,669.4,2635,0,0,0,0,0,0,0,0,0
5.05,2673,580,-2.4,-76.24,649.5,2801,2550.15,614.27,-2.4,-78.51,665.5,2669,0,0,0,0,0,0,0,0,0
5.1,2762,1780,-2.4,-76.71,645.6,2833,2592.52,847.41,-2.4,-78.15,661.5,2702,0,0,0,0,0,0,0,0,0
5.15,2792,600,-2.4,-77.19,641.8,2865,2632.41,797.93,-2.4,-77.96,657.6,2735,0,0,0,0,0,0,0,0,0
5.2,2826,680,-2.3,-73.4,638.1,2897,2671.13,774.35,-2.4,-77.04,653.8,2767,0,0,0,0,0,0,0,0,0
5.25,2856,600,-2.2,-72.45,634.5,2929,2708.1,739.48,-2.4,-76.13,650,2800,0,0,0,0,0,0,0,0,0
5.3,2878,440,-2.3,-72.92,630.8,2961,2742.08,679.58,-2.3,-75.48,646.2,2832,0,0,0,0,0,0,0,0,0
5.35,2910,640,-2.2,-71.5,627.3,2992,2775.67,671.67,-2.3,-74.69,642.5,2865,0,0,0,0,0,0,0,0,0
5.4,2933,460,-2.2,-71.03,623.7,3023,2807.13,629.33,-2.3,-73.96,638.8,2897,0,0,0,0,0,0,0,0,0
5.45,2966,660,-2.2,-71.5,620.1,3054,2838.91,635.46,-2.3,-73.47,635.1,2929,0,0,0,0,0,0,0,0,0
5.5,2996,600,-2.1,-67.24,616.8,3085,2870.33,628.37,-2.2,-72.22,631.5,2960,0,0,0,0,0,0,0,0,0
5.55,3021,500,-2.2,-69.61,613.3,3116,2900.46,602.7,-2.2,-71.7,627.9,2992,0,0,0,0,0,0,0,0,0
5.6,3052,620,-2.2,-70.56,609.8,3147,2930.77,606.16,-2.2,-71.47,624.3,3023,0,0,0,0,0,0,0,0,0
5.65,3078,520,-2.2,-71.5,606.2,3177,2960.21,588.93,-2.2,-71.48,620.8,3054,0,0,0,0,0,0,0,0,0
5.7,3104,520,-2.2,-70.08,602.7,3207,2988.97,575.14,-2.2,-71.2,617.2,3085,0,0,0,0,0,0,0,0,0
5.75,3132,560,-2.2,-70.08,599.2,3237,3017.58,572.11,-2.2,-70.97,613.7,3116,0,0,0,0,0,0,0,0,0
5.8,3160,560,-2.1,-68.66,595.7,3267,3046.06,569.69,-2.2,-70.51,610.1,3146,0,0,0,0,0,0,0,0,0
5.85,3187,540,-2.1,-67.71,592.4,3297,3074.25,563.75,-2.2,-69.95,606.6,3177,0,0,0,0,0,0,0,0,0
5.9,3210,460,-2.1,-66.29,589,3326,3101.4,543,-2.1,-69.22,603.2,3207,0,0,0,0,0,0,0,0,0
5.95,3242,640,-2.1,-67.24,585.7,3356,3129.52,562.4,-2.1,-68.82,599.7,3237,0,0,0,0,0,0,0,0,0
6,3270,560,-2.1,-66.29,582.4,3385,3157.62,561.92,-2.1,-68.32,596.3,3267,0,0,0,0,0,0,0,0,0
6.05,3295,500,-2,-63.93,579.2,3414,3185.09,549.54,-2.1,-67.44,592.9,3297,0,0,0,0,0,0,0,0,0
6.1,3321,520,-2.1,-66.77,575.8,3443,3212.27,543.63,-2.1,-67.31,589.6,3326,0,0,0,0,0,0,0,0,0
6.15,3352,620,-2,-63.93,572.6,3472,3240.22,558.91,-2.1,-66.63,586.2,3356,0,0,0,0,0,0,0,0,0
6.2,3375,460,-2,-65.35,569.4,3500,3267.18,539.12,-2.1,-66.37,582.9,3385,0,0,0,0,0,0,0,0,0
6.25,3403,560,-2,-64.4,566.2,3529,3294.34,543.3,-2,-65.98,579.6,3414,0,0,0,0,0,0,0,0,0
6.3,3428,500,-2,-63.45,563,3557,3321.07,534.64,-2,-65.47,576.4,3443,0,0,0,0,0,0,0,0,0
6.35,3454,520,-1.9,-61.09,559.9,3585,3347.66,531.71,-2,-64.6,573.1,3472,0,0,0,0,0,0,0,0,0
6.4,3477,460,-2,-64.4,556.7,3613,3373.53,517.37,-2,-64.56,569.9,3500,0,0,0,0,0,0,0,0,0
6.45,3506,580,-1.9,-62.51,553.6,3641,3400.02,529.9,-2,-64.15,566.7,3529,0,0,0,0,0,0,0,0,0
6.5,3528,440,-1.9,-61.56,550.5,3668,3425.62,511.91,-2,-63.63,563.5,3557,0,0,0,0,0,0,0,0,0
6.55,3554,520,-2,-63.45,547.3,3696,3451.29,513.54,-2,-63.59,560.3,3585,0,0,0,0,0,0,0,0,0
6.6,3574,400,-1.9,-61.56,544.3,3723,3475.83,490.83,-2,-63.19,557.2,3613,0,0,0,0,0,0,0,0,0
6.65,3602,560,-1.9,-60.61,541.2,3750,3501.07,504.66,-1.9,-62.67,554,3641,0,0,0,0,0,0,0,0,0
6.7,3630,560,-1.9,-60.14,538.2,3777,3526.85,515.73,-1.9,-62.17,550.9,3668,0,0,0,0,0,0,0,0,0
6.75,3650,400,-1.8,-59.19,535.3,3804,3551.48,492.58,-1.9,-61.57,547.9,3696,0,0,0,0,0,0,0,0,0
6.8,3678,560,-1.9,-60.14,532.2,3831,3576.79,506.06,-1.9,-61.28,544.8,3723,0,0,0,0,0,0,0,0,0
6.85,3702,480,-1.8,-59.19,529.3,3857,3601.83,500.85,-1.9,-60.87,541.7,3750,0,0,0,0,0,0,0,0,0
6.9,3721,380,-1.8,-57.3,526.4,3883,3625.66,476.68,-1.9,-60.15,538.7,3777,0,0,0,0,0,0,0,0,0
6.95,3750,580,-1.8,-59.19,523.5,3910,3650.53,497.34,-1.9,-59.96,535.7,3804,0,0,0,0,0,0,0,0,0
7,3771,420,-1.8,-58.24,520.6,3936,3674.62,481.87,-1.9,-59.62,532.8,3831,0,0,0,0,0,0,0,0,0
7.05,3792,420,-1.8,-57.77,517.7,3962,3698.1,469.5,-1.8,-59.25,529.8,3858,0,0,0,0,0,0,0,0,0
7.1,3818,520,-1.8,-57.77,514.8,3988,3722.08,479.6,-1.8,-58.95,526.8,3884,0,0,0,0,0,0,0,0,0
7.15,3844,520,-1.8,-57.77,511.9,4013,3746.46,487.68,-1.8,-58.72,523.9,3910,0,0,0,0,0,0,0,0,0
7.2,3867,460,-1.8,-56.82,509,4039,3770.57,482.14,-1.8,-58.34,521,3936,0,0,0,0,0,0,0,0,0
7.25,3885,360,-1.7,-55.4,506.3,4064,3793.46,457.71,-1.8,-57.75,518.1,3962,0,0,0,0,0,0,0,0,0
7.3,3914,580,-1.8,-56.82,503.4,4089,3817.57,482.17,-1.8,-57.57,515.2,3988,0,0,0,0,0,0,0,0,0
7.35,3934,400,-1.7,-54.93,500.7,4115,3840.85,465.74,-1.8,-57.04,512.4,4014,0,0,0,0,0,0,0,0,0
7.4,3955,420,-1.7,-55.4,497.9,4139,3863.68,456.59,-1.8,-56.71,509.5,4039,0,0,0,0,0,0,0,0,0
7.45,3979,480,-1.7,-55.88,495.1,4164,3886.75,461.27,-1.8,-56.54,506.7,4065,0,0,0,0,0,0,0,0,0
7.5,4002,460,-1.7,-53.51,492.4,4189,3909.8,461.02,-1.7,-55.94,503.9,4090,0,0,0,0,0,0,0,0,0
7.55,4026,480,-1.7,-53.98,489.7,4214,3933.04,464.81,-1.7,-55.55,501.1,4115,0,0,0,0,0,0,0,0,0
7.6,4045,380,-1.6,-53.04,487.1,4238,3955.43,447.85,-1.7,-55.04,498.4,4140,0,0,0,0,0,0,0,0,0
7.65,4064,380,-1.6,-52.56,484.5,4262,3977.14,434.28,-1.7,-54.55,495.7,4165,0,0,0,0,0,0,0,0,0
7.7,4089,500,-1.7,-54.93,481.7,4286,3999.52,447.43,-1.7,-54.62,492.9,4190,0,0,0,0,0,0,0,0,0
7.75,4111,440,-1.7,-54.46,479,4310,4021.81,445.94,-1.7,-54.59,490.2,4214,0,0,0,0,0,0,0,0,0
7.8,4195,1680,-1.6,-52.09,476.4,4334,4056.45,692.75,-1.7,-54.09,487.5,4239,0,0,0,0,0,0,0,0,0
7.85,4217,440,-1.6,-52.56,473.8,4358,4088.56,642.2,-1.7,-53.78,484.8,4263,0,0,0,0,0,0,0,0,0
7.9,4241,480,-1.6,-52.09,471.2,4382,4119.05,609.76,-1.7,-53.45,482.1,4287,0,0,0,0,0,0,0,0,0
7.95,4260,380,-1.6,-52.56,468.5,4405,4147.24,563.81,-1.7,-53.27,479.5,4311,0,0,0,0,0,0,0,0,0
8,4283,460,-1.6,-51.14,466,4429,4174.39,543.05,-1.6,-52.84,476.8,4335,0,0,0,0,0,0,0,0,0
8.05,4304,420,-1.6,-51.61,463.4,4452,4200.31,518.44,-1.6,-52.6,474.2,4359,0,0,0,0,0,0,0,0,0
8.1,4323,380,-1.6,-51.14,460.8,4475,4224.85,490.75,-1.6,-52.31,471.6,4383,0,0,0,0,0,0,0,0,0
8.15,4345,440,-1.6,-50.67,458.3,4498,4248.88,480.6,-1.6,-51.98,469,4406,0,0,0,0,0,0,0,0,0
8.2,4364,380,-1.6,-51.14,455.7,4521,4271.9,460.48,-1.6,-51.81,466.4,4430,0,0,0,0,0,0,0,0,0
8.25,4388,480,-1.6,-51.14,453.2,4543,4295.12,464.38,-1.6,-51.68,463.8,4453,0,0,0,0,0,0,0,0,0
8.3,4403,300,-1.6,-51.14,450.6,4566,4316.7,431.5,-1.6,-51.57,461.2,4476,0,0,0,0,0,0,0,0,0
8.35,4425,440,-1.5,-49.72,448.1,4589,4338.36,433.2,-1.6,-51.2,458.7,4499,0,0,0,0,0,0,0,0,0
8.4,4446,420,-1.5,-49.72,445.7,4611,4359.89,430.57,-1.6,-50.9,456.1,4522,0,0,0,0,0,0,0,0,0
8.45,4467,420,-1.5,-48.3,443.2,4633,4381.31,428.46,-1.6,-50.38,453.6,4545,0,0,0,0,0,0,0,0,0
8.5,4487,400,-1.5,-49.25,440.8,4655,4402.45,422.76,-1.6,-50.16,451.1,4567,0,0,0,0,0,0,0,0,0
8.55,4506,380,-1.5,-47.83,438.4,4677,4423.16,414.21,-1.5,-49.69,448.6,4590,0,0,0,0,0,0,0,0,0
8.6,4523,340,-1.5,-49.25,435.9,4699,4443.13,399.37,-1.5,-49.6,446.1,4612,0,0,0,0,0,0,0,0,0
8.65,4547,480,-1.5,-47.35,433.6,4721,4463.9,415.5,-1.5,-49.15,443.7,4634,0,0,0,0,0,0,0,0,0
8.7,4565,360,-1.5,-47.83,431.2,4742,4484.12,404.39,-1.5,-48.89,441.2,4656,0,0,0,0,0,0,0,0,0
8.75,4589,480,-1.5,-48.3,428.8,4764,4505.1,419.51,-1.5,-48.77,438.8,4678,0,0,0,0,0,0,0,0,0
8.8,4605,320,-1.5,-47.83,426.4,4785,4525.08,399.61,-1.5,-48.58,436.4,4700,0,0,0,0,0,0,0,0,0
8.85,4624,380,-1.5,-46.88,424,4807,4544.86,395.69,-1.5,-48.24,434,4722,0,0,0,0,0,0,0,0,0
8.9,4646,440,-1.4,-46.41,421.7,4828,4565.09,404.55,-1.5,-47.87,431.6,4744,0,0,0,0,0,0,0,0,0
8.95,4663,340,-1.5,-46.88,419.4,4849,4584.67,391.64,-1.5,-47.67,429.2,4765,0,0,0,0,0,0,0,0,0
9,4684,420,-1.4,-45.93,417.1,4870,4604.54,397.31,-1.5,-47.33,426.8,4787,0,0,0,0,0,0,0,0,0
9.05,4701,340,-1.4,-45.93,414.8,4890,4623.83,385.85,-1.5,-47.05,424.5,4808,0,0,0,0,0,0,0,0,0
9.1,4717,320,-1.4,-45.93,412.5,4911,4642.46,372.69,-1.5,-46.82,422.1,4829,0,0,0,0,0,0,0,0,0
9.15,4737,400,-1.4,-44.99,410.2,4932,4661.37,378.14,-1.4,-46.46,419.8,4850,0,0,0,0,0,0,0,0,0
9.2,4756,380,-1.4,-46.41,407.9,4952,4680.3,378.52,-1.4,-46.45,417.5,4871,0,0,0,0,0,0,0,0,0
9.25,4770,280,-1.4,-45.93,405.6,4972,4698.24,358.81,-1.4,-46.34,415.2,4892,0,0,0,0,0,0,0,0,0
9.3,4792,440,-1.4,-45.46,403.3,4993,4716.99,375.05,-1.4,-46.17,412.8,4912,0,0,0,0,0,0,0,0,0
9.35,4808,320,-1.4,-45.46,401.1,5013,4735.19,364.04,-1.4,-46.03,410.5,4933,0,0,0,0,0,0,0,0,0
9.4,4830,440,-1.4,-45.46,398.8,5033,4754.15,379.23,-1.4,-45.91,408.2,4954,0,0,0,0,0,0,0,0,0
9.45,4841,220,-1.4,-44.99,396.5,5053,4771.52,347.38,-1.4,-45.73,406,4974,0,0,0,0,0,0,0,0,0
9.5,4868,540,-1.4,-44.04,394.3,5072,4790.82,385.91,-1.4,-45.39,403.7,4994,0,0,0,0,0,0,0,0,0
9.55,4882,280,-1.4,-43.56,392.2,5092,4809.05,364.73,-1.4,-45.02,401.4,5014,0,0,0,0,0,0,0,0,0
9.6,4900,360,-1.4,-44.04,390,5112,4827.24,363.78,-1.4,-44.83,399.2,5034,0,0,0,0,0,0,0,0,0
